Accident_Index,Accident_Severity,Speed_limit,Junction_Detail,Junction_Control,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Vehicle_Manoeuvre
201063AC11010,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead other
201063AC15110,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Turning left
201063AC15110,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201063AC24010,Slight,30.0,More than 4 arms (not roundabout),Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201063AC24010,Slight,30.0,More than 4 arms (not roundabout),Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Waiting to go - held up
201063CP13910,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Reversing
201063CP30110,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Turning right
201063DP16310,Slight,60.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201063DP16310,Slight,60.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Parked
201063DP17810,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead right-hand bend
201063DP21010,Serious,30.0,Other junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Parked
201063DP22810,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
201063DP22810,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
201063DP22810,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
201063DP39810,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
201091NE12057,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Turning right
201091NE15576,Slight,60.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead other
201091NH02588,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Moving off
201091NH02588,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Turning right
201091NH03082,Slight,60.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201091NJ06760,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201091NJ06760,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Overtaking static vehicle - offside
201091NJ17004,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Overtaking moving vehicle - offside
201091NK01567,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Turning left
201091NM02142,Serious,60.0,T or staggered junction,Give way or uncontrolled,Snowing no high winds,Wet or damp,Other object on road,Going ahead other
201091NN39678,Slight,30.0,T or staggered junction,Give way or uncontrolled,Snowing no high winds,Snow,Other object on road,Overtaking static vehicle - offside
201091NN42902,Slight,30.0,T or staggered junction,Give way or uncontrolled,Other,Frost or ice,Other object on road,Turning right
2010921000554,Slight,30.0,T or staggered junction,Give way or uncontrolled,Other,Snow,Pedestrian in carriageway - not injured,Moving off
2010921000754,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead left-hand bend
2010921000763,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Overtaking - nearside
2010921000948,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Snow,Previous accident,Going ahead left-hand bend
2010921001098,Slight,60.0,Other junction,Give way or uncontrolled,Fine no high winds,Snow,Other object on road,Going ahead left-hand bend
2010921001098,Slight,60.0,Other junction,Give way or uncontrolled,Fine no high winds,Snow,Other object on road,Going ahead right-hand bend
2010921001098,Slight,60.0,Other junction,Give way or uncontrolled,Fine no high winds,Snow,Other object on road,Parked
2010921001165,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Slowing or stopping
2010921001823,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Moving off
2010921001877,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead other
2010921001879,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Waiting to go - held up
2010921001879,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2010921001916,Slight,30.0,More than 4 arms (not roundabout),Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Moving off
2010921001916,Slight,30.0,More than 4 arms (not roundabout),Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Slowing or stopping
2010921001973,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2010921002165,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2010921002607,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
2010921002851,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Moving off
2010921002851,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead other
2010921003128,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Other object on road,Moving off
2010921003524,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Waiting to turn right
2010921003524,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2010921003524,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2010921003536,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2010921003536,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2010921003800,Fatal,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead left-hand bend
2010921004120,Slight,60.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2010921004120,Slight,60.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Parked
2010921004323,Serious,30.0,Other junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
2010921004533,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Wet or damp,Other object on road,Turning right
2010921004533,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Wet or damp,Other object on road,Parked
2010921005117,Slight,40.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
2010921005205,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Turning right
2010921100709,Slight,30.0,Crossroads,Give way or uncontrolled,Unknown,Dry,Other object on road,Turning left
2010930001083,Slight,40.0,T or staggered junction,Stop sign,Snowing no high winds,Snow,Previous accident,Going ahead other
2010930001083,Slight,40.0,T or staggered junction,Stop sign,Snowing no high winds,Snow,Previous accident,Waiting to go - held up
2010930001264,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead other
2010930002445,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2010930002788,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
2010930002950,Slight,70.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2010941000597,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Slowing or stopping
2010941001159,Slight,60.0,Roundabout,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead left-hand bend
2010941001495,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
2010941002031,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2010941002225,Slight,40.0,Roundabout,Give way or uncontrolled,Fine + high winds,Wet or damp,Other object on road,Slowing or stopping
2010950002393,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining + high winds,Wet or damp,Other object on road,Slowing or stopping
2010950008454,Fatal,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Turning right
2010950008454,Fatal,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Going ahead other
2010961000369,Serious,70.0,Other junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,U-turn
2010961000369,Serious,70.0,Other junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Overtaking moving vehicle - offside
2010961000369,Serious,70.0,Other junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Going ahead other
2010961000369,Serious,70.0,Other junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Overtaking moving vehicle - offside
2010961000758,Slight,30.0,Roundabout,Give way or uncontrolled,Unknown,Dry,Other object on road,Moving off
2010961000758,Slight,30.0,Roundabout,Give way or uncontrolled,Unknown,Dry,Other object on road,Waiting to go - held up
2010961001318,Slight,30.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Overtaking moving vehicle - offside
2010961001359,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2010961002048,Fatal,60.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
2010961002048,Fatal,60.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
2010961002396,Slight,30.0,T or staggered junction,Give way or uncontrolled,Other,Snow,Other object on road,Going ahead other
2010961002412,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Snow,Other object on road,Reversing
2010961002444,Serious,70.0,Other junction,Give way or uncontrolled,Fine no high winds,Snow,Other object on road,Going ahead other
2010961002478,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Frost or ice,Previous accident,Going ahead left-hand bend
2010961002478,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Frost or ice,Previous accident,Going ahead left-hand bend
2010961002478,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Frost or ice,Previous accident,Going ahead left-hand bend
2010961002478,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Frost or ice,Previous accident,Going ahead left-hand bend
